kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
The applicant also complains of degrading treatment contrary to.,applicant's complaint about the alleged insults committed by police.,0.998913049697876,1250,2,8,80,148,9,0.35301926732063293
The applicant also complains of degrading treatment contrary to.,"Convention if no, or only insufficient, treatment was available to him.",0.9988006353378296,1444,2,3,71,142,11,0.3773774206638336
The applicant also complains of degrading treatment contrary to.,against the police officers concerned for insult within the meaning of.,0.9986878037452698,1240,2,4,95,166,11,0.293718546628952
The applicant also complains of degrading treatment contrary to.,The Commission notes the applicant's declaration that he had told the public prosecutor that he had been tortured.,0.9984897375106812,61,0,1,0,114,18,0.38234177231788635
The applicant also complains of degrading treatment contrary to.,"Furthermore, prompt judicial intervention may lead to the detection and prevention of serious ill treatment, which, as stated above (paragraph 62), is prohibited by the Convention in absolute and non-derogable terms.",0.9982206225395203,270,0,1,0,216,32,0.617803692817688
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Gradinger based his complaints on Article 6 (art.,0.9979687333106995,500,0,3,0,73,13,0.3643093705177307
The applicant also complains of degrading treatment contrary to.,The alleged violation of Article 8 (art.,0.9975123405456543,1702,0,4,0,40,7,0.3466867506504059
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Palaoro based his complaints on Article 6 (art.,0.9970446228981018,855,0,3,0,71,13,0.3596266210079193
The applicant also complains of degrading treatment contrary to.,Ill-treatment must attain a minimum level of severity if it is to fall within the scope of Article 3.,0.9967821836471558,310,0,1,0,101,20,0.5276737213134766
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art.,0.9944619536399841,1747,0,3,0,74,13,0.36618393659591675
The applicant also complains of degrading treatment contrary to.,The Court considers that this treatment was of such a serious and cruel nature that it can only be described as torture.,0.9940221905708313,300,0,1,0,120,22,0.5118340849876404
The applicant also complains of degrading treatment contrary to.,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms torture or inhuman or degrading treatment or punishment.",0.9940043091773987,294,0,1,0,201,30,0.6188223958015442
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Pramstaller based his complaints on Article 6 (art.,0.9925975799560547,1790,0,3,0,75,13,0.36387383937835693
The applicant also complains of degrading treatment contrary to.,"Articles 243 and 245 of the Criminal Code, which were in force throughout Turkey, penalised the use of torture and ill-treatment for the extraction of confessions (see paragraph 24 above).",0.9921039342880249,225,0,1,0,188,31,0.43454495072364807
The applicant also complains of degrading treatment contrary to.,To this extent it follows that the applicants' complaint under Article 13 (Art.,0.9870221018791199,1138,0,4,0,79,13,0.3273005485534668
The applicant also complains of degrading treatment contrary to.,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.9860009551048279,1773,0,1,0,94,17,0.41225144267082214
The applicant also complains of degrading treatment contrary to.,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.9860009551048279,1817,0,1,0,94,17,0.41225144267082214
The applicant also complains of degrading treatment contrary to.,He complains in particular that.,0.9833229184150696,1434,0,4,0,32,5,0.3072739243507385
The applicant also complains of degrading treatment contrary to.,parties concerning the complaints raised by the applicant.,0.9816176295280457,1381,9,10,437,495,8,0.40326136350631714
The applicant also complains of degrading treatment contrary to.,ratione temporis to deal with the complaints under Protocol No.,0.9749202728271484,1405,7,10,335,398,10,0.37431800365448
The applicant also complains of degrading treatment contrary to.,an administrative practice of not respecting the rule under Article 13 (Art.,0.9742076396942139,77,0,3,0,76,12,0.35487911105155945
The applicant also complains of degrading treatment contrary to.,He also takes issue.,0.9725810885429382,1071,0,3,0,20,4,0.3764493763446808
The applicant also complains of degrading treatment contrary to.,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms treatment contrary to this provision.",0.9609109163284302,309,0,1,0,182,27,0.6299211978912354
The applicant also complains of degrading treatment contrary to.,authority and coercion against a particular individual.,0.9546887874603271,1249,5,6,284,339,7,0.489240825176239
The applicant also complains of degrading treatment contrary to.,Government also refer to the fact that the conduct of the Judge.,0.9536377787590027,1076,1,4,6,70,12,0.2837802767753601
The applicant also complains of degrading treatment contrary to.,"insult, or, assuming that the alleged acts had to be prosecuted ex.",0.9418289065361023,1245,2,5,127,194,12,0.3437974154949188
The applicant also complains of degrading treatment contrary to.,8) of the European Convention on Human Rights.,0.9287866950035095,671,1,2,149,195,8,0.43840986490249634
The applicant also complains of degrading treatment contrary to.,in respect of these complaints.,0.9258435964584351,1260,2,3,83,114,5,0.3969290554523468
The applicant also complains of degrading treatment contrary to.,under the Convention and alleges that they constituted a kind of reprisal for his assertion of his Turkish ethnic origin.,0.912040650844574,44,0,1,0,121,20,0.3843695819377899
The applicant also complains of degrading treatment contrary to.,complaint to the Constitutional Court about ill-treatment does not.,0.9042976498603821,1251,1,6,68,135,10,0.34059590101242065
The applicant also complains of degrading treatment contrary to.,"The Commission does not deem it necessary to determine whether there exists an administrative practice on the part of Turkish authorities tolerating abuses of human rights of the kind alleged by the applicant, because",0.9019977450370789,65,0,1,0,217,34,0.5142965912818909
"the ""protection of the reputation or rights of others"".","the ""protection of the reputation or rights of others"".",1.0,684,0,1,0,55,9,0.40673014521598816
"the ""protection of the reputation or rights of others"".","It was also necessary to protect the rights and freedoms of others, such as those of Lonrho, its shareholders and associates, by confirming that their allegations about the applicants had been well-founded.",0.9996980428695679,1149,0,1,0,206,33,0.7499547004699707
"the ""protection of the reputation or rights of others"".","The English legal system, in their view, lacked adequate safeguards to protect their civil right to honour and reputation against misuse of their powers by the Inspectors and the Secretary of State.",0.9996962547302246,417,0,1,0,198,32,0.5253084897994995
"the ""protection of the reputation or rights of others"".",6-1) of a limitation on the person's opportunities to go to court to enforce his or her civil right to reputation.,0.9996938705444336,443,2,3,261,375,22,0.42176294326782227
"the ""protection of the reputation or rights of others"".","As for the framework of regulation, including the designation system, this is stated to represent a proportionate response to the need to protect public safety on the roads as well as the rights of others.",0.9996904134750366,153,0,1,0,205,35,0.5218963027000427
"the ""protection of the reputation or rights of others"".",6-1) grants the individual whose reputation is at stake the right to challenge the findings against him or her in a court of law before publication of the report.,0.9996885061264038,415,2,3,242,404,30,0.4665490388870239
"the ""protection of the reputation or rights of others"".",6-1) by reason of the fact that publication of its findings is liable to damage the reputation of the individuals whose conduct is being investigated.,0.9996874332427979,390,2,3,259,409,26,0.47138598561286926
"the ""protection of the reputation or rights of others"".",The Government argued that any loss of reputation and adverse publicity allegedly suffered by the applicant had been a consequence of his own unprofessional and offensive conduct rather than his conviction and imprisonment.,0.9996864795684814,1569,0,1,0,223,33,0.5773155689239502
"the ""protection of the reputation or rights of others"".","Neither can there be doubt as to the right to reputation being a ""civil"" right within the autonomous meaning of that notion under Article 6 para.",0.9996843338012695,451,0,3,0,145,26,0.41590672731399536
"the ""protection of the reputation or rights of others"".",Whether or not a right to reputation is enshrined in Article 8 (art.,0.9996823072433472,450,0,2,0,68,13,0.45870938897132874
"the ""protection of the reputation or rights of others"".","In the Government's submission, the defence of privilege delimited the very content of the applicants' right to a good reputation as protected under English law.",0.9996707439422607,396,0,1,0,161,25,0.4715893268585205
"the ""protection of the reputation or rights of others"".","It follows that under this provision, whenever a person's reputation has been interfered with, he or she is in principle entitled to access to a court meeting its requirements.",0.9996689558029175,452,0,1,0,176,29,0.628420889377594
"the ""protection of the reputation or rights of others"".","It pursued the legitimate aims, relied on by the Government, of protecting the economic well-being of the country and the rights and freedoms of others, within the meaning of Article 8 para.",0.9996656179428101,1123,0,3,0,190,33,0.46476510167121887
"the ""protection of the reputation or rights of others"".","They did not make a legal determination as to criminal or civil liability concerning the Fayed brothers, and in particular concerning the latter's civil right to honour and reputation.",0.999658465385437,382,0,1,0,184,29,0.46937692165374756
"the ""protection of the reputation or rights of others"".","the respondent Government did not dispute the existence and ""civil"" character of the right under English law to a good reputation.",0.9996579885482788,371,0,1,0,130,21,0.4147724211215973
"the ""protection of the reputation or rights of others"".","As to enforcement of the right to a good reputation under domestic law, the limits of acceptable criticism are wider with regard to businessmen",0.9996446371078491,418,0,1,0,143,24,0.5347151160240173
"the ""protection of the reputation or rights of others"".","protection of health or morals, or for the protection of the.",0.9996410608291626,168,10,12,514,575,11,0.32741132378578186
"the ""protection of the reputation or rights of others"".",for the purpose of protecting the.,0.9995779395103455,1186,0,3,0,34,6,0.36125436425209045
"the ""protection of the reputation or rights of others"".",a defence of absolute or qualified privilege.,0.9995511174201965,1142,2,3,131,176,7,0.4654778838157654
"the ""protection of the reputation or rights of others"".","The report referred to unwarranted aspects of the applicants' private lives and labelled them as dishonest, which had adverse effects on their reputation.",0.9995453953742981,1106,1,2,208,362,23,0.7138808369636536
"the ""protection of the reputation or rights of others"".","In short, it cannot be said that the Inspectors' inquiry ""determined"" the applicants' civil right to a good reputation, for the purposes of Article 6 para.",0.9995306730270386,389,0,3,0,155,27,0.4247548282146454
"the ""protection of the reputation or rights of others"".","Nor was there any need to protect others' right such as those of Lonrho, by publishing the report in its entirety, as their rights were adequately secured by the ordinary courts.",0.9995146989822388,1110,0,1,0,178,31,0.47679823637008667
"the ""protection of the reputation or rights of others"".","Those disputes, and in particular the applicants' libel claims that Lonrho, through The Observer, had wrongfully damaged their reputations, were being adjudicated by the ordinary courts (see paragraphs 11 and 12 above).",0.9994872808456421,386,0,1,0,219,32,0.522743821144104
"the ""protection of the reputation or rights of others"".","Joined by the Commission, he considered that the broadcast could not have had any significant detrimental effects on the ""reputation or rights of others"".",0.9994401335716248,692,0,1,0,154,24,0.4919110834598541
"the ""protection of the reputation or rights of others"".",The essence of the case concerns the criticisms made in the Inspectors' report about the first three applicants and the effects of the report upon their honour and reputation.,0.9994087219238281,1081,0,1,0,175,29,0.48377692699432373
"the ""protection of the reputation or rights of others"".",interference furthermore had the legitimate aims of protecting the.,0.9993653893470764,1284,1,4,6,73,9,0.4831685423851013
"the ""protection of the reputation or rights of others"".",The interest of protecting journalistic.,0.9993647933006287,1188,0,5,0,40,5,0.38677963614463806
"the ""protection of the reputation or rights of others"".",reflects the limited content of the right to reputation under domestic.,0.9992393255233765,1085,3,9,171,242,11,0.3200973868370056
"the ""protection of the reputation or rights of others"".",They refer to the safeguards.,0.9977149963378906,1225,0,7,0,29,5,0.3929300606250763
"the ""protection of the reputation or rights of others"".","He maintained that the wide and adverse media coverage over a number of months had affected his own and his family's life and reputation, as well as his professional and political career.",0.9976671934127808,1559,0,1,0,187,32,0.5455145239830017
"the ""protection of the reputation or rights of others"".","In this respect, acts of torture - such as those in issue in the present case - may be banned also on the ground that they undermine the respect which human beings should confer upon each other.",0.9976016879081726,644,0,1,0,194,35,0.5988460779190063
"the ""protection of the reputation or rights of others"".","It seriously damaged their reputation and financial standing and, thereby, harmed their economic interests in the business of HOF.",0.9961904287338257,1125,0,1,0,130,19,0.7178759574890137
"the ""protection of the reputation or rights of others"".",The interference is based on the opinion of the authorities that they understand correctly the feelings they claim to protect.,0.9959347248077393,1878,0,1,0,126,20,0.4472179412841797
"the ""protection of the reputation or rights of others"".","6) against the interests of witnesses protected by other substantive provisions of the Convention (see the Doorson judgment previously cited, p. 470, para.",0.9928408861160278,1029,1,3,243,398,23,0.44772687554359436
"the ""protection of the reputation or rights of others"".","property and threatening conduct are prohibited by the Criminal Code,
in respect of which complaints could be lodged with the competent.",0.9879012107849121,124,1,3,64,201,21,0.4803817570209503
"the ""protection of the reputation or rights of others"".","The Court notes, firstly, that the applicant was convicted by the Greek courts of disturbing, through his writings, the public peace and the peace of the citizens of Western Thrace.",0.9856874346733093,1906,0,1,0,181,30,0.36198490858078003
"the ""protection of the reputation or rights of others"".","At present 16 lawyers are facing criminal charges, which include drawing up documents belittling the Turkish State and faxing them to human rights organisations in Europe.",0.9776341915130615,78,0,1,0,171,26,0.5604559183120728
"the ""protection of the reputation or rights of others"".","second applicant's ""health or morals"" as well as his ""rights and.",0.9766223430633545,1284,2,4,75,140,11,0.3369843065738678
"the ""protection of the reputation or rights of others"".","Four further purposes also existed, none of which, however, included ascertaining whether the applicants merited their good reputation.",0.967249870300293,373,0,2,0,135,18,0.5254189968109131
"the ""protection of the reputation or rights of others"".",and attempts made to intimidate and discredit those who did come.,0.9646727442741394,1207,2,4,81,146,11,0.6076066493988037
"the ""protection of the reputation or rights of others"".",8) is to protect the individual against arbitrary action by the public authorities.,0.964628279209137,553,1,2,66,149,13,0.4164828360080719
"the ""protection of the reputation or rights of others"".","Although their interests - and indeed those of their families - also deserve protection under the Convention, it must be recognised that their position is to some extent different from that of a disinterested witness or a victim.",0.9588351249694824,972,0,1,0,229,36,0.6540166139602661
"the ""protection of the reputation or rights of others"".",They stated that the applicants had themselves put their reputation into the public domain before the Inspectors were appointed by the hiring of public relations professionals for this purpose and ensuring media coverage.,0.9499490857124329,1112,0,1,0,221,33,0.4944212734699249
In the light of the reasons.,In the light of the reasons.,1.0,1137,0,3,0,28,6,0.3650049865245819
In the light of the reasons.,of have been based on relevant and sufficient reasons and that the.,0.9997014403343201,1329,5,8,263,330,12,0.32724830508232117
In the light of the reasons.,applicant has been based on relevant and sufficient reasons and that.,0.9996911287307739,1295,2,5,142,211,11,0.4289291501045227
In the light of the reasons.,She in her turn pointed to circumstances said to cast doubt on the reasonableness of the suspicion.,0.999677300453186,1588,0,1,0,99,17,0.47266408801078796
In the light of the reasons.,"charges, the reasons for the sentence were obvious.",0.9996248483657837,1074,2,3,136,187,8,0.34709927439689636
In the light of the reasons.,"in that , allegedly, insufficient reasons were given by the courts to justify his conviction.",0.9996215105056763,10,0,1,0,93,14,0.4906260669231415
In the light of the reasons.,These are legitimate considerations which go to explain and justify the manner in which the entry into and search of the applicants' home were carried out.,0.9994503855705261,1664,0,1,0,155,26,0.5353729128837585
In the light of the reasons.,"This, however, must be preceded by the first phase, wherein the arrested person must be informed of the reasons for the arrest.",0.9993146657943726,1707,0,1,0,127,22,0.42745113372802734
In the light of the reasons.,"Furthermore, they cannot substantiate the reason why these persons have themselves refrained from lodging applications with the Court.",0.9991912245750427,792,0,1,0,134,19,0.4806356132030487
In the light of the reasons.,There is nothing to suggest that this was necessary for any of the reasons set out in the second paragraph of Article 2 of the Convention.,0.9990931749343872,762,0,1,0,138,26,0.6070557832717896
In the light of the reasons.,It must determine whether the reasons adduced.,0.9990142583847046,1290,0,5,0,46,7,0.47639718651771545
In the light of the reasons.,The purported remedies were thus ineffective for the following reasons:,0.9989226460456848,70,0,1,0,71,10,0.5214425921440125
In the light of the reasons.,"""Everyone who is arrested shall be informed promptly, in a language which he understands, of the reasons for his arrest and of any charge against him.""",0.9987255930900574,1628,0,1,0,151,26,0.49202486872673035
In the light of the reasons.,"The Commission considers, in the light of the criteria.",0.9984476566314697,1370,0,3,0,55,9,0.3432513475418091
In the light of the reasons.,"It has obliged the Court to adopt a reasoning whose subtleness, to my mind, seems hardly convincing.",0.9974215030670166,448,0,1,0,100,17,0.419765830039978
In the light of the reasons.,"reasons for the decisions of the court-martial, the Confirming Officer.",0.9973862767219543,1072,1,5,61,132,11,0.3286586105823517
In the light of the reasons.,the relevant decisions in isolation but must look at them in the light.,0.9970967769622803,1289,1,3,42,113,13,0.4511428773403168
In the light of the reasons.,"""the reasons for her arrest were sufficiently brought to her attention during her interview"".",0.9966344237327576,1709,2,3,364,457,14,0.4406164288520813
In the light of the reasons.,"Accordingly, the Court considers that the reasons given by the national authorities for the measures taken in respect of the applicants were relevant and sufficient for the purposes of Article 8 para.",0.9957759976387024,678,0,3,0,200,32,0.41530439257621765
In the light of the reasons.,The Court therefore finds that the reasons for her arrest were sufficiently brought to her attention during her interview.,0.9956331849098206,1644,0,1,0,122,19,0.4619356095790863
In the light of the reasons.,"Moreover, the Government have not adduced any detailed reasons before the Court as to why the fight against terrorism in South-East Turkey rendered judicial intervention impracticable.",0.9955814480781555,258,2,3,547,731,27,0.5218195915222168
In the light of the reasons.,5-1-c) for judging the reasonableness of her arrest and detention.,0.995292067527771,1586,2,3,144,210,12,0.3740370571613312
In the light of the reasons.,The Court is satisfied that these were relevant reasons for the purposes of paragraph 2 of Article 10 (art.,0.99518883228302,709,0,2,0,107,19,0.39786097407341003
In the light of the reasons.,The Court cannot find that the Government has given sufficient explanation for these delays that occurred.,0.9935317635536194,482,0,1,0,106,17,0.5772174000740051
In the light of the reasons.,light of the circumstances of each case and having regard to the.,0.9922652244567871,1308,2,5,95,160,12,0.3514307737350464
In the light of the reasons.,reasonableness of the length of proceedings must be assessed in the.,0.9917246699333191,1308,1,5,25,93,11,0.37337425351142883
In the light of the reasons.,"The Commission, examining this complaint in the light of the.",0.9903993010520935,1342,0,5,0,61,10,0.30823811888694763
In the light of the reasons.,The Court of Appeal has given reasons for delegating the hearing of the witnesses to the investigating judge.,0.989535927772522,1020,0,1,0,109,18,0.4599512815475464
In the light of the reasons.,"Of course, anything so decided by such authority needs reasonable justification and must not be arbitrary.",0.9894140958786011,1870,0,1,0,106,16,0.7175641655921936
In the light of the reasons.,It is against this background that the asserted justification under Article 10 para.,0.9861575365066528,1859,0,3,0,84,13,0.3367680311203003
In the light of the reasons.,against decisions without giving detailed reasons is only a procedural.,0.9835876822471619,1169,6,8,337,408,10,0.6550322771072388
In the light of the reasons.,"10-2), should consider that the relevant provisions of the Penal Code are to be interpreted and applied in an extensive manner, in accordance with the rationale of the UN Convention (see paragraph 21 above).",0.9669535160064697,736,2,3,167,374,35,0.4406101107597351
In the light of the reasons.,The applicants have further submitted that they were singled out partly because of the authorities' bias against homosexuals,0.950124979019165,682,0,1,0,124,18,0.6289923787117004
In the light of the reasons.,8-1) and the necessity under paragraph 2 (art.,0.9464855790138245,1658,1,3,177,223,9,0.30438438057899475
In the light of the reasons.,Recalling its reasoning with regard to complaint no.,0.9325178861618042,1333,0,3,0,52,8,0.31054696440696716
In the light of the reasons.,Recalling its reasoning with regard to complaint no.,0.9325178861618042,1356,0,7,0,52,8,0.31054696440696716
In the light of the reasons.,"The Government also submit that, in light of the importance of.",0.9120697379112244,1074,0,3,0,63,11,0.29284510016441345
In the light of the reasons.,She did not accept that the reason advanced for non-disclosure was a genuine or valid one.,0.9091474413871765,1587,0,1,0,90,17,0.4502049386501312
In the light of the reasons.,"In the light of the foregoing, the Court concludes that the investigation cannot be considered to have been effective as required by Article 2 of the Convention.",0.9054170846939087,782,0,1,0,161,28,0.46727079153060913
"Within six months of this date, i.e.","Within six months of this date, i.e.",1.0,1424,0,3,0,36,8,0.3905041813850403
"Within six months of this date, i.e.",complied with the six months' time-limit as required by Article 26.,0.999679446220398,1425,1,4,67,134,12,0.34699636697769165
"Within six months of this date, i.e.",that an application must be introduced within six months of the final.,0.9996732473373413,104,3,5,138,208,12,0.4366164207458496
"Within six months of this date, i.e.",Convention it may only deal with the matter within a period of six.,0.9996716976165771,1297,2,4,64,131,13,0.3328517973423004
"Within six months of this date, i.e.",within the six month period.,0.9996600151062012,86,2,3,57,85,5,0.3837894797325134
"Within six months of this date, i.e.","law, and within a period of six months from the date on which the final.",0.999652624130249,1419,4,6,207,279,15,0.3403370678424835
"Within six months of this date, i.e.",the running of the six month period provided for in Article 26.,0.9996494054794312,1341,2,5,147,210,12,0.33274030685424805
"Within six months of this date, i.e.","within six months of the incident, that the applicants' representatives.",0.9996078610420227,1211,4,8,271,343,10,0.31232795119285583
"Within six months of this date, i.e.",Convention it may only deal with a complaint within a period of six.,0.9995996356010437,1271,2,4,64,132,13,0.39676740765571594
"Within six months of this date, i.e.",months from the date on which the final decision was taken.,0.999584972858429,1271,3,4,134,193,11,0.45137521624565125
"Within six months of this date, i.e.",months from the date on which the final decision was taken.,0.999584972858429,1297,3,4,133,192,11,0.45137521624565125
"Within six months of this date, i.e.","The present application, however, was lodged on 16 November 1992,
that is more than six months later.",0.9993302822113037,1273,0,1,0,102,17,0.42264047265052795
"Within six months of this date, i.e.","26) of the Convention, namely that of lodging the application within six months of the final effective decision or, if none, within six months of the events of which complaints are made.",0.9993264675140381,85,1,2,43,229,32,0.3463878631591797
"Within six months of this date, i.e.",more than six months later.,0.9991945624351501,1299,3,4,215,242,5,0.36240354180336
"Within six months of this date, i.e.","two months before 16 November 1992, the date.",0.9991416931152344,1418,3,7,107,152,8,0.36826086044311523
"Within six months of this date, i.e.","on 27 September 1991, which is more than six months after the date on which the final decision regarding the applicant's case was given by the Court of Cassation on 15 February 1991.",0.999125063419342,31,0,1,0,182,33,0.4840399920940399
"Within six months of this date, i.e.","the period after 7 September 1992, the application cannot be declared.",0.9991119503974915,1416,1,4,66,136,12,0.3587595224380493
"Within six months of this date, i.e.","In such a situation, the six months.",0.9963142275810242,113,0,3,0,36,7,0.29779982566833496
"Within six months of this date, i.e.","alleged delay, the superior court should fix an appropriate time-limit.",0.9956751465797424,1360,4,6,247,318,11,0.4625586271286011
"Within six months of this date, i.e.",six months' period starts at the time when the situation ceases to.,0.995501697063446,1298,2,6,82,149,12,0.41617098450660706
"Within six months of this date, i.e.","became obsolete at the latest on 20 June 1991, when the County.",0.9927082657814026,1272,2,5,85,148,12,0.371256023645401
"Within six months of this date, i.e.",period might be calculated from the time when the applicant becomes.,0.9914016127586365,113,1,3,38,106,11,0.4630020558834076
"Within six months of this date, i.e.","However, the application was lodged with the Commission on 11 July 1991, five months after the cassation decision,",0.9910663962364197,32,0,1,0,114,18,0.3919575810432434
"Within six months of this date, i.e.","introduced out of time, given that the application was introduced on.",0.981509804725647,114,3,5,155,224,11,0.351357638835907
"Within six months of this date, i.e.","applicant's civil rights and obligations within a ""reasonable time"".",0.9706710577011108,1365,4,8,218,286,9,0.42682409286499023
"Within six months of this date, i.e.","remedy is available, the six months period runs from the act complained.",0.9682884216308594,109,1,3,68,140,12,0.35428088903427124
"Within six months of this date, i.e.","since she had been released rapidly, before any determination of the lawfulness of her detention could have taken place.",0.962428629398346,1632,0,1,0,120,19,0.4379656910896301
"Within six months of this date, i.e.",carried into effect until the end of August and in early September.,0.9543258547782898,1465,1,3,67,134,12,0.3599066436290741
"Within six months of this date, i.e.","because of the short duration of the detention,",0.9499831795692444,1704,0,1,0,47,8,0.3976000249385834
"Within six months of this date, i.e.","question of ""reasonable time""",0.9464917778968811,1370,2,3,125,154,4,0.31530413031578064
"Within six months of this date, i.e.","to a period prior to 7 September 1992, the date of the entry into force.",0.9318158626556396,1426,1,7,66,138,15,0.38354983925819397
"Within six months of this date, i.e.","before 7 September 1992, the date of the entry into force of the.",0.9166330099105835,1427,2,4,133,198,13,0.32289043068885803
"Within six months of this date, i.e.","after 7 September 1992, which is the date of the entry into force of.",0.9016696810722351,1470,3,5,140,209,14,0.3301126956939697
The needs of democracy justify transparency in such matters.,The needs of democracy justify transparency in such matters.,1.0,1157,0,1,0,60,9,0.7193167805671692
The needs of democracy justify transparency in such matters.,5-2) contains the elementary safeguard that any person arrested should know why he is being deprived of his liberty.,0.9996241331100464,1695,1,2,115,231,20,0.45662441849708557
The needs of democracy justify transparency in such matters.,"whether the interference was ""necessary in a democratic society"" in.",0.999381422996521,1327,1,7,22,90,10,0.3565943241119385
The needs of democracy justify transparency in such matters.,Although the publication of the report pursued the legitimate aim of informing the public about.,0.9991416931152344,1159,0,2,0,96,15,0.3696269989013672
The needs of democracy justify transparency in such matters.,"""necessary in a democratic society""",0.9966627955436707,1191,1,2,58,93,5,0.38400307297706604
The needs of democracy justify transparency in such matters.,applicants also allege a lack of genuine investigations by public.,0.9953529834747314,127,1,9,22,88,10,0.4144914746284485
The needs of democracy justify transparency in such matters.,"reasonably be regarded as ""necessary in a democratic society"" within.",0.9951562881469727,1285,4,9,131,200,10,0.4528971314430237
The needs of democracy justify transparency in such matters.,"reasonably be regarded as ""necessary in a democratic society"" within.",0.9951562881469727,1296,4,9,131,200,10,0.4528971314430237
The needs of democracy justify transparency in such matters.,At the very least the honesty and bona fides of a suspicion constitute one indispensable element of its reasonableness.,0.9945804476737976,1608,0,1,0,119,19,0.48682016134262085
The needs of democracy justify transparency in such matters.,"Corporal D. did however remember that questions had been asked about money and about America and the trial judge found her to be a ""transparently honest witness"" (see paragraphs 21 and 24 above).",0.9922785758972168,1639,0,1,0,195,33,0.454519659280777
The needs of democracy justify transparency in such matters.,"3), as the Court has observed on many occasions, enshrines one of the fundamental values of democratic society.",0.9913809895515442,299,1,2,16,127,18,0.45789045095443726
The needs of democracy justify transparency in such matters.,regard to all the information in its possession,0.9891529083251953,1372,2,3,79,126,8,0.38871949911117554
The needs of democracy justify transparency in such matters.,"Furthermore, the material facts which influenced the court's decision, as expressed in the decision of the majority to impose a prison sentence on him, were not disclosed before that decision.",0.9872560501098633,1555,0,1,0,192,30,0.5266234874725342
The needs of democracy justify transparency in such matters.,"8-1) can reasonably be regarded as ""necessary in a democratic.",0.9840279221534729,1330,4,9,143,205,11,0.42380091547966003
The needs of democracy justify transparency in such matters.,the law and is necessary in a democratic society in the interests.,0.9834296703338623,168,7,12,311,377,12,0.336004376411438
The needs of democracy justify transparency in such matters.,"Further, they emphasised that there was no dispute over the underlying facts as to what had happened.",0.9810189604759216,1577,0,1,0,101,17,0.5180200934410095
The needs of democracy justify transparency in such matters.,"13 July 1992, decided in camera without the applicant or other persons.",0.9747255444526672,1458,3,5,126,197,12,0.34011316299438477
The needs of democracy justify transparency in such matters.,"Together with Article 3, it also enshrines one of the basic values of the democratic societies making up the Council of Europe.",0.9720483422279358,744,0,1,0,127,22,0.5041089653968811
The needs of democracy justify transparency in such matters.,"assessment of whether ""the interests of justice"" required disclosure.",0.9706916809082031,1188,2,5,111,180,9,0.38278698921203613
The needs of democracy justify transparency in such matters.,Not everything that happens behind closed doors is necessarily acceptable.,0.9678835272789001,665,0,1,0,74,10,0.5782530903816223
The needs of democracy justify transparency in such matters.,flow of information to the press and provides a heavy presumption.,0.9650273323059082,1187,2,4,119,185,11,0.4674510061740875
The needs of democracy justify transparency in such matters.,Such an entitlement could effectively destroy the utility of informing the public of the results of the administrative investigations provided for under section 432 (2) of the Companies Act 1985.,0.9612666964530945,439,0,1,0,195,30,0.6963086724281311
The needs of democracy justify transparency in such matters.,(c) circumstances preventing disclosure of information.,0.9578352570533752,1720,1,2,106,161,6,0.4886177182197571
The needs of democracy justify transparency in such matters.,The prosecutor had believed that the funds concerned had been spent in a manner which was unlawful since there was no information as to whether they had appeared in the budget as an expenditure.,0.9572908878326416,888,0,1,0,194,34,0.4721163213253021
The needs of democracy justify transparency in such matters.,The Commission finds that no elements of arbitrariness are disclosed in the present case.,0.9520279765129089,1118,0,1,0,89,14,0.5770596861839294
The needs of democracy justify transparency in such matters.,"6-1) of the Convention, cited above, guarantees a fair hearing in the determination of criminal charges.",0.9076917171478271,1091,2,3,24,128,17,0.5898180603981018
The Commission finds that these complaints raise complex issues.,The Commission finds that these complaints raise complex issues.,1.0,1405,0,10,0,64,9,0.5749304294586182
The Commission finds that these complaints raise complex issues.,The Commission considers that this part of the application raises a serious question of fact and law which is of such complexity that its determination should depend on an examination of the merits.,0.9997237324714661,1090,0,1,0,198,33,0.4753648042678833
The Commission finds that these complaints raise complex issues.,"submissions, that the case raises complex issues of law and fact under.",0.9997182488441467,129,1,9,57,128,12,0.41777968406677246
The Commission finds that these complaints raise complex issues.,The Commission finds that this complaint also raises complex issues of fact and law which must be examined on the merits.,0.9997164607048035,139,0,4,0,121,21,0.5982214212417603
The Commission finds that these complaints raise complex issues.,"The Commission finds that the application raises complex issues of law under the Convention, including questions concerning the Austrian reservations to Articles 5 and 6 (Art.",0.9997138381004333,1167,0,2,0,175,26,0.3619839549064636
The Commission finds that these complaints raise complex issues.,"5-1-a, 5-1-b) of the Convention, the Commission finds that they raise complex issues of fact and law which must be examined on the merits.",0.9997087121009827,135,2,3,92,230,28,0.43322715163230896
